央视频道,#genre#
南阳综合,https://30539.hlsplay.aodianyun.com/tv_radio_30539/tv_channel_1833.m3u8
南阳新闻,https://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_142.m3u8
南阳公共,https://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_295.m3u8
南阳科教,https://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_296.m3u8#https://30539-cdn-1.hlsplay.aodianyun.com/lms_30539/tv_channel_296.m3u8
社旗电视,http://live.dxhmt.cn:9081/tv/11327-1.m3u8
唐河电视,http://live.dxhmt.cn:9081/tv/11328-1.m3u8
方城电视,http://live.dxhmt.cn:9081/tv/11322-1.m3u8
桐柏电视,http://live.dxhmt.cn:9081/tv/11330-1.m3u8
第一财经HD,http://39.134.168.76/PLTV/1/224/3221225494/index.m3u8
北京卫视,http://39.134.168.69/PLTV/1/224/3221225526/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225526/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225574/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225564/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225689/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225526/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225678/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225574/index.m3u8#http://101.71.255.229:6610/zjhs/2/10136/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225524/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225526/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225678/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225524/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225526/index.m3u8
北京文艺,rtmp://58.200.131.2:1935/livetv/btv2 
北京科教,rtmp://58.200.131.2:1935/livetv/btv3 

北京青年,rtmp://58.200.131.2:1935/livetv/btv8 
东方卫视,http://39.134.66.66/PLTV/88888888/224/3221225672/index.m3u8#http://101.71.255.229:6610/zjhs/2/10139/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.65.162/PLTV/88888888/224/3221225672/index.m3u8#http://39.134.168.69/PLTV/1/224/3221225506/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225506/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225672/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225598/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225672/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225548/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225598/index.m3u8#http://39.135.135.30/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225672/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225672/index.m3u8#http://101.71.255.229:6610/zjhs/2/10139/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225504/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225504/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225506/index.m3u8
东方影视HD,http://1005.jilu8.cn/PLTV/1/224/3221225612/index.m3u8
东方影视HD,http://39.134.168.76/PLTV/1/224/3221225612/index.m3u8
东方影视HD,http://39.134.168.69/PLTV/1/224/3221225612/index.m3u8
上海都市,rtmp://122.144.232.1/live/ylpd
江苏卫视,http://39.134.65.162/PLTV/88888888/224/3221225503/index.m3u8#http://39.134.168.69/PLTV/1/224/3221225514/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225514/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225503/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225568/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225503/index.m3u8#http://39.134.65.75:80/wh7f454c46tw1877083610_-979874251/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225644/index.m3u8?icpid=88888888&RTS=1554599649&from=1&hms_devid=127#http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8#http://101.71.255.229:6610/zjhs/2/10138/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225512/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225514/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225512/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225514/index.m3u8
如皋新闻,http://zhibo.erugao.cn/video/s10001-RGTV/index.m3u8
浙江卫视,http://39.134.65.162/PLTV/88888888/224/3221225514/index.m3u8#http://39.134.65.5:80/wh7f454c46tw1839568625_786341237/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8?icpid=88888888&RTS=1554599612&from=1&hms_devid=4#http://39.134.168.69/PLTV/1/224/3221225522/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225522/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225514/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225532/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225665/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225514/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225520/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225520/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225522/index.m3u8
浙江影视台,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
浙江少儿台,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
浙江教育台,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江钱江台,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江休闲台,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江经济台,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江新闻台,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
留学世界台,http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8
湖南卫视,http://39.134.65.162/PLTV/88888888/224/3221225506/index.m3u8#http://39.134.168.69/PLTV/1/224/3221225518/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225518/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225506/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225506/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225506/index.m3u8#http://101.71.255.229:6610/zjhs/2/10140/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225516/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225518/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225516/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225518/index.m3u8
安徽卫视,http://39.134.65.162/PLTV/88888888/224/3221225675/index.m3u8#http://39.134.168.69/PLTV/1/224/3221225548/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225548/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225675/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225675/index.m3u8#http://101.71.255.229:6610/zjhs/2/10141/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.66.66/PLTV/88888888/224/3221225675/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225548/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225727/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225548/index.m3u8
天津卫视,http://39.134.65.162/PLTV/88888888/224/3221225665/index.m3u8#http://39.134.168.69/PLTV/1/224/3221225594/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225594/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225665/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225665/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8#http://39.135.135.53/PLTV/88888888/224/3221225665/index.m3u8#http://101.71.255.229:6610/zjhs/2/10150/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225594/index.m3u8
辽宁卫视,http://39.134.168.69/PLTV/1/224/3221225590/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225590/index.m3u8#http://101.71.255.229:6610/zjhs/2/10148/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225590/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225590/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225590/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225499/index.m3u8
广东卫视,http://39.134.65.162/PLTV/88888888/224/3221225667/index.m3u8#http://39.134.168.69/PLTV/1/224/3221225530/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225530/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225587/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225667/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225587/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225667/index.m3u8#http://101.71.255.229:6610/zjhs/2/10143/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225528/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225530/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225528/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225528/index.m3u8
湖北卫视,http://39.134.65.162/PLTV/88888888/224/3221225569/index.m3u8#http://39.134.168.69/PLTV/1/224/3221225546/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225546/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225569/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225569/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225569/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225594/index.m3u8#http://101.71.255.229:6610/zjhs/2/10154/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225544/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225546/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225544/index.m3u8
深圳卫视,http://39.134.65.162/PLTV/88888888/224/3221225668/index.m3u8#http://39.134.168.69/PLTV/1/224/3221225534/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225534/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225668/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225551/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225668/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225668/index.m3u8#http://101.71.255.229:6610/zjhs/2/10045/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225532/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225534/index.m3u8
山东卫视,http://39.134.65.162/PLTV/88888888/224/3221225680/index.m3u8#http://39.134.168.69/PLTV/1/224/3221225542/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225542/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225680/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225566/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225680/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225680/index.m3u8#http://101.71.255.229:6610/zjhs/2/10147/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225540/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225542/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225540/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225542/index.m3u8
山东教育卫视[768*576],http://39.134.66.2/PLTV/88888888/224/3221225558/index.m3u8
广西卫视,http://39.134.168.91/PLTV/1/224/3221225598/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225598/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225598/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225498/index.m3u8

东南卫视,http://39.134.66.2/PLTV/88888888/224/3221225500/index.m3u8#http://39.134.168.69/PLTV/1/224/3221225580/index.m3u8#http://101.71.255.229:6610/zjhs/2/10152/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#rtsp://183.252.176.54:554/PLTV/88888888/224/3221226121/10000100000000060000000002358085_0.smil#http://39.134.168.91/PLTV/1/224/3221225580/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225580/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225580/index.m3u8
海峡卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil
河北卫视,http://101.71.255.229:6610/zjhs/2/10017/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225624/index.m3u8#http://live2.plus.hebtv.com/hbwsx/hd/live.m3u8#http://hbpx.chinashadt.com:2036/live/px4.stream/playlist.m3u8#http://39.134.168.76/PLTV/1/224/3221225624/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225624/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225495/index.m3u8
四川卫视,http://101.71.255.229:6610/zjhs/2/10144/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225592/index.m3u8#http://scgctvshow.sctv.com/scgc/sctv1deu5453w/1.m3u8#http://39.134.168.91/PLTV/1/224/3221225592/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225592/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225497/index.m3u8
康巴卫视,http://scgctvshow.sctv.com/hdlive/kangba/1.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225527/index.m3u8
安多卫视[768*576],http://39.134.66.2/PLTV/88888888/224/3221225531/index.m3u8
重庆卫视,http://101.71.255.229:6610/zjhs/2/10142/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225576/index.m3u8#http://qxlmlive.cbg.cn:1935/app_2/ls_67.stream/chunklist.m3u8#http://ivi.bupt.edu.cn/hls/cqtv.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225502/index.m3u8
重庆影视台,http://219.153.252.50/PLTV/88888888/224/3221225638/chunklist.m3u8
重庆公共台,http://219.153.252.50/PLTV/88888888/224/3221225647/chunklist.m3u8#http://117.59.8.4/PLTV/88888888/224/3221227586/index.m3u8
重庆娱乐台,http://219.153.252.50/PLTV/88888888/224/3221225641/chunklist.m3u8
重庆都市台,http://219.153.252.50/PLTV/88888888/224/3221225640/chunklist.m3u8#http://117.59.8.4/PLTV/88888888/224/3221227427/index.m3u8
重庆时尚台,http://219.153.252.50/PLTV/88888888/224/3221225636/chunklist.m3u8#http://117.59.8.4/PLTV/88888888/224/3221227457/index.m3u8
重庆生活台,http://219.153.252.50/PLTV/88888888/224/3221225648/chunklist.m3u8
重庆少儿台,http://219.153.252.50/PLTV/88888888/224/3221225646/chunklist.m3u8
海南卫视,rtsp://183.252.166.199:554/PLTV/88888888/224/3221226048/10000100000000060000000002296889_0.smil#http://101.71.255.229:6610/zjhs/2/10034/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225620/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225530/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225620/index.m3u8
江西卫视,http://39.134.65.162/PLTV/88888888/224/3221225512/index.m3u8#http://39.134.168.69/PLTV/1/224/3221225588/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225588/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225588/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225512/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225512/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225512/index.m3u8#http://101.71.255.229:6610/zjhs/2/10145/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225588/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225588/index.m3u8
贵州卫视,http://101.71.255.229:6610/zjhs/2/10146/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#rtsp://183.252.166.199:554/PLTV/88888888/224/3221226126/10000100000000060000000002434541_0.smil#http://39.134.66.2/PLTV/88888888/224/3221225576/index.m3u8#http://101.71.255.229:6610/zjhs/2/10015/index.m3u8?virtualDomain=zjhs.live_hls.zte.com&amp;tid=6Y1VNBZQTNW1U6PYSQFNXMCZ5T03&amp;ts=1550812363#http://39.134.168.76/PLTV/1/224/3221225582/index.m3u8
黑龙江卫视,http://39.134.168.69/PLTV/1/224/3221225538/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225538/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225543/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225537/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225537/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225543/index.m3u8#http://39.134.65.81:80/wh7f454c46tw1728891575_-1930689812/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225658/index.m3u8?icpid=88888888&RTS=1554599501&from=1&hms_devid=124#http://stream3.hljtv.com/hljws2/sd/live.m3u8#http://101.71.255.229:6610/zjhs/2/10151/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225536/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225538/index.m3u8#http://stream3.hljtv.com/hljws2/sd/live.m3u8#http://stream3.hljtv.com/hljws2/sd/live.m3u8#http://39.134.168.91/PLTV/1/224/3221225536/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225538/index.m3u8
甘肃卫视,http://39.134.65.162/PLTV/88888888/224/3221225584/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225636/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225636/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225584/index.m3u8
西藏卫视,http://39.134.168.91/PLTV/1/224/3221225648/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225570/index.m3u8

兵团卫视,http://39.134.168.91/PLTV/1/224/3221225634/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225634/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225634/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225807/index.m3u8
吉林卫视,http://101.71.255.229:6610/zjhs/2/10149/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#rtsp://183.252.176.54:554/PLTV/88888888/224/3221226792/48616745.smil#http://39.134.168.91/PLTV/1/224/3221225586/index.m3u8#http://stream4.jlntv.cn/test2/sd/live.m3u8#http://39.134.168.76/PLTV/1/224/3221225586/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225572/index.m3u8
山西卫视,http://39.134.168.91/PLTV/1/224/3221225646/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225646/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225646/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225496/index.m3u8
云南卫视,http://hwzbout.yunshicloud.com/8xughf/e0bx15.m3u8#rtsp://183.252.166.199:554/PLTV/88888888/224/3221226108/10000100000000060000000002310150_0.smil#http://39.134.168.91/PLTV/1/224/3221225632/index.m3u8#http://hwzbout.yunshicloud.com/8xughf/e0bx15.m3u8#http://39.134.168.91/PLTV/1/224/3221225632/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225632/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225575/index.m3u8
内蒙卫视,http://live.m2oplus.nmtv.cn/1/sd/live.m3u8#http://39.134.168.91/PLTV/1/224/3221225626/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225626/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225577/index.m3u8
厦门卫视,http://cstvalic.v.myalicdn.com/cstv/xiamen_1/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225640/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225640/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225640/index.m3u8
宁夏卫视,http://39.134.65.162/PLTV/88888888/224/3221225579/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225638/index.m3u8#http://39.134.168.91/PLTV/1/224/3221225638/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225638/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225579/index.m3u8
青海卫视,http://101.71.255.229:6610/zjhs/2/10038/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://live.geermurmt.com/qhws/sd/live.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225573/index.m3u8
新疆卫视,http://39.134.66.2/PLTV/88888888/224/3221225582/index.m3u8#http://livehyw5.chinamcache.com/hyw/zb01.m3u8#http://101.71.255.229:6610/zjhs/2/10050/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
卡酷少儿,http://39.134.168.76/PLTV/1/224/3221225642/index.m3u8
金鹰卡通,http://39.134.168.76/PLTV/1/224/3221225602/index.m3u8
哈哈炫动,http://39.134.168.76/PLTV/1/224/3221225606/index.m3u8

陕西卫视,http://39.134.168.91/PLTV/1/224/3221225628/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225567/index.m3u8
上海都市HD,http://39.134.168.76/PLTV/1/224/3221225610/index.m3u8
上海教育,http://live.setv.sh.cn/slive/shedu02_1200k.m3u8
上海综合,http://183.207.255.190/live/program/live/xwzhhd/2300000/mnf.m3u8#http://140.207.241.2:8080/live/program/live/xwzhhd/4000000/mnf.m3u8
上海影视,http://140.207.241.2:8080/live/program/live/dsjpdhd/2300000/mnf.m3u8#http://183.207.255.190/live/program/live/dsjpdhd/2300000/mnf.m3u8
上海纪实,http://183.207.255.190/live/program/live/jspdhd/2300000/mnf.m3u8#http://140.207.241.2:8080/live/program/live/jspdhd/4000000/mnf.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225694/index.m3u8
上海外语,http://140.207.241.2:8080/live/program/live/wypdhd/2300000/mnf.m3u8#http://183.207.255.190/live/program/live/wypdhd/2300000/mnf.m3u8
上海都市,http://183.207.255.190/live/program/live/ylpdhd/2300000/mnf.m3u8#http://140.207.241.2:8080/live/program/live/ylpdhd/2300000/mnf.m3u8
北京冬奥纪实FHD,http://39.134.66.66/PLTV/88888888/224/3221225670/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225693/index.m3u8


湖南卫视,http://39.134.168.91/PLTV/1/224/3221225518/index.m3u8
东方卫视,http://39.134.168.91/PLTV/1/224/3221225504/index.m3u8
浙江卫视,http://39.134.168.91/PLTV/1/224/3221225520/index.m3u8
江苏卫视,http://39.134.168.91/PLTV/1/224/3221225512/index.m3u8
安徽卫视,http://39.134.168.91/PLTV/1/224/3221225548/index.m3u8
北京卫视,http://39.134.168.91/PLTV/1/224/3221225524/index.m3u8
深圳卫视,http://39.134.168.91/PLTV/1/224/3221225532/index.m3u8
天津卫视,http://39.134.168.91/PLTV/1/224/3221225594/index.m3u8
兵团卫视,http://39.134.168.91/PLTV/1/224/3221225634/index.m3u8
东南卫视,http://39.134.168.91/PLTV/1/224/3221225580/index.m3u8
广东卫视,http://39.134.168.91/PLTV/1/224/3221225528/index.m3u8
湖北卫视,http://39.134.168.91/PLTV/1/224/3221225544/index.m3u8
江西卫视,http://39.134.168.91/PLTV/1/224/3221225588/index.m3u8
辽宁卫视,http://39.134.168.91/PLTV/1/224/3221225590/index.m3u8
山东卫视,http://39.134.168.91/PLTV/1/224/3221225540/index.m3u8
重庆卫视,http://39.134.168.91/PLTV/1/224/3221225576/index.m3u8
龙江卫视,http://39.134.168.91/PLTV/1/224/3221225536/index.m3u8
河南卫视,http://39.134.168.91/PLTV/1/224/3221225584/index.m3u8
甘肃卫视,http://39.134.168.91/PLTV/1/224/3221225636/index.m3u8
广西卫视,http://39.134.168.91/PLTV/1/224/3221225598/index.m3u8
河北卫视,http://39.134.168.91/PLTV/1/224/3221225624/index.m3u8
吉林卫视,http://39.134.168.91/PLTV/1/224/3221225586/index.m3u8
山西卫视,http://39.134.168.91/PLTV/1/224/3221225646/index.m3u8
陕西卫视,http://39.134.168.91/PLTV/1/224/3221225628/index.m3u8
厦门卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226781/1.m3u8
四川卫视,http://39.134.168.91/PLTV/1/224/3221225592/index.m3u8
云南卫视,http://39.134.168.91/PLTV/1/224/3221225632/index.m3u8
海南卫视,http://39.134.168.91/PLTV/1/224/3221225620/index.m3u8
宁夏卫视,http://39.134.168.91/PLTV/1/224/3221225638/index.m3u8
青海卫视,http://39.134.168.91/PLTV/1/224/3221225622/index.m3u8
内蒙卫视,http://39.134.168.91/PLTV/1/224/3221225626/index.m3u8
西藏卫视,http://39.134.168.91/PLTV/1/224/3221225648/index.m3u8





网络频道,#genre#
邵氏电影,http://42.56.91.136:80/live-bvc/164219/live_97065163_17925468.m3u8#https://cn-ahhf-cmcc-live-01.bilivideo.com:443/live-bvc/817178/live_97065163_17925468.m3u8#http://cn-jswx2-cmcc-live-01.bilivideo.com:80/live-bvc/817178/live_97065163_17925468.m3u8
电影频道,http://42.56.91.136:80/live-bvc/765685/live_1596341281_80944351.m3u8
还珠1,http://42.56.91.136:80/live-bvc/938790/live_517997164_84331289.m3u8
还珠2,http://42.56.91.136:80/live-bvc/829070/live_243960667_5629489.m3u8
还珠3,http://42.56.91.136:80/live-bvc/502814/live_379022229_4954242.m3u8
新白娘子,http://42.56.91.136:80/live-bvc/793093/live_234117739_9751143.m3u8
易经,http://42.56.91.136:80/live-bvc/433598/live_445329277_12501485.m3u8
炊事班,http://42.56.91.136:80/live-bvc/951968/live_384369100_33341192.m3u8
炊事班故事,http://42.56.91.136:80/live-bvc/299170/live_173260853_3372536.m3u8
红楼梦,http://42.56.91.136:80/live-bvc/196149/live_211993858_7364279.m3u8
纪晓岚,http://42.56.91.136:80/live-bvc/229000/live_40273247_7075894.m3u8
等着我,http://42.56.91.136:80/live-bvc/996249/live_433587902_7391415.m3u8
百家讲坛,http://42.56.91.136:80/live-bvc/398071/live_614393583_21516685.m3u8
百家讲坛1,http://42.56.91.136:80/live-bvc/379266/live_3105902_2884358.m3u8
等着我,http://42.56.91.136:80/live-bvc/

酷狗_周星驰,https://tx.liveplay.live.kugou.com/live/fx_hifi_1638135185_std_avc.m3u8
咪咕_周星驰,http://live.cache.cmvideo.cn:80/wd_r3/virtuallive/5100144102/75/01.m3u8?&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=7af41dd3119070eac30e1ac2cdf76dc5
虎牙_周星驰,rtmp://tx.rtmp.huya.com:1935/huyalive/1099531752806-1099531752806-86436345681018880-2199063629068-10057-A-0-1
金花哥哥,http://hls.haokan.bdstatic.com:80/haokan/stream_bduid_128021097_0.m3u8#http://flv.haokan.bdstatic.com:80/haokan/stream_bduid_128021097_0.flv
茶啊二中,http://hls.haokan.bdstatic.com:80/haokan/stream_bduid_1357005929_0.m3u8#http://flv.haokan.bdstatic.com:80/haokan/stream_bduid_1357005929_0.flv

江西六毛,http://hls.haokan.bdstatic.com:80/haokan/stream_bduid_1717339634_0.m3u8#http://flv.haokan.bdstatic.com:80/haokan/stream_bduid_1717339634_0.flv

小兔基布丁,http://hls.haokan.bdstatic.com/haokan/stream_bduid_4058538540_0.m3u8#http://flv.haokan.bdstatic.com:80/haokan/stream_bduid_4058538540_0.flv
